Image Name,Annotation Name,Confidence Score,True,False,# True Positives,# False Positives,# Inv FP,# False Negatives,Precision,Recall,Specificity
str,str,float,bool,bool,int,int,int,int,float,float,float
18ZC5757,248,1.0,1,0,1,0,80,1222,1.0,0.0008176614881439084,1.0
18ZC4890,93,1.0,1,0,2,0,80,1221,1.0,0.001635322976287817,1.0
18ZC4890,88,1.0,1,0,3,0,80,1220,1.0,0.0024529844644317253,1.0
18ZC4890,69,1.0,1,0,4,0,80,1219,1.0,0.003270645952575634,1.0
18ZC4890,53,1.0,1,0,5,0,80,1218,1.0,0.004088307440719542,1.0
18ZC5757,227,0.999999,1,0,6,0,80,1217,1.0,0.004905968928863451,1.0
18ZC4890,71,0.999998,1,0,7,0,80,1216,1.0,0.005723630417007359,1.0
18ZC4890,52,0.999998,1,0,8,0,80,1215,1.0,0.006541291905151268,1.0
18ZC4890,50,0.999998,1,0,9,0,80,1214,1.0,0.007358953393295176,1.0
18ZC5757,42,0.999997,1,0,10,0,80,1213,1.0,0.008176614881439084,1.0
18ZC5757,16,0.999997,1,0,11,0,80,1212,1.0,0.008994276369582993,1.0
18ZC5064,203,0.999997,1,0,12,0,80,1211,1.0,0.009811937857726901,1.0
18ZC5064,173,0.999997,1,0,13,0,80,1210,1.0,0.01062959934587081,1.0
18ZC4890,86,0.999996,1,0,14,0,80,1209,1.0,0.011447260834014717,1.0
18ZC5064,268,0.999995,1,0,15,0,80,1208,1.0,0.012264922322158627,1.0
18ZC5757,189,0.999994,1,0,16,0,80,1207,1.0,0.013082583810302535,1.0
18ZC5757,11,0.999994,1,0,17,0,80,1206,1.0,0.013900245298446443,1.0
18ZC5064,284,0.999994,1,0,18,0,80,1205,1.0,0.014717906786590351,1.0
18ZC5063,138,0.999994,1,0,19,0,80,1204,1.0,0.01553556827473426,1.0
18ZC4890,87,0.999994,1,0,20,0,80,1203,1.0,0.016353229762878167,1.0
18ZC4773,24,0.999994,1,0,21,0,80,1202,1.0,0.017170891251022075,1.0
18ZC5063,60,0.999993,1,0,22,0,80,1201,1.0,0.017988552739165987,1.0
18ZC4773,50,0.999993,1,0,23,0,80,1200,1.0,0.018806214227309895,1.0
18ZC5757,156,0.999992,1,0,24,0,80,1199,1.0,0.019623875715453803,1.0
18ZC4890,1,0.999991,1,0,25,0,80,1198,1.0,0.02044153720359771,1.0
18ZC5064,316,0.999989,1,0,26,0,80,1197,1.0,0.02125919869174162,1.0
18ZC4773,22,0.999989,1,0,27,0,80,1196,1.0,0.022076860179885527,1.0
18ZC4773,21,0.999989,1,0,28,0,80,1195,1.0,0.022894521668029435,1.0
18ZC5757,187,0.999988,1,0,29,0,80,1194,1.0,0.023712183156173343,1.0
18ZC5064,262,0.999988,1,0,30,0,80,1193,1.0,0.024529844644317254,1.0
